Product Name,Ingredients,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Calories,Calcium (mg),Sodium (mg),Healthy (1/0),Reason
Lays,"Potatoes, Vegetable Oil, Salt",1,15,10,1,1,150,11,171,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",0,15,11,0,1,145,17,209,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",2,16,11,1,0,160,13,180,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",3,16,9,1,2,160,15,200,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",2,23,3,3,2,133,7,181,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",2,22,4,1,0,137,11,191,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",2,15,9,2,1,158,7,218,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",0,17,5,3,2,154,11,201,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",1,16,11,1,0,152,9,159,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",2,16,8,2,0,137,4,104,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",5,20,5,3,5,160,15,120,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",2,23,11,0,14,232,8,180,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",2,22,5,2,8,162,7,110,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",5,18,9,2,7,180,17,124,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",2,32,10,0,17,284,12,199,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",2,27,15,0,11,275,9,150,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",2,21,8,5,5,201,25,131,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",3,30,11,0,15,250,15,189,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",6,15,7,2,1,141,8,111,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",2,25,11,3,12,226,18,150,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,15,7,2,3,190,21,130,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",7,16,8,2,3,195,26,139,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",8,15,8,0,2,201,31,139,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",6,15,5,1,1,180,36,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,15,7,3,1,180,34,1,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",8,18,7,4,2,200,26,2,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",7,16,8,2,1,180,35,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",8,16,6,1,0,180,41,1,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",7,17,5,1,0,185,43,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,7,3,1,196,23,131,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",3,13,27,2,23,222,38,72,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,13,32,2,27,230,44,60,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",1,9,36,2,30,239,35,91,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",2,13,13,6,7,209,49,7,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",5,17,13,8,7,220,55,6,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",4,13,29,1,26,240,39,50,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",4,14,32,1,25,252,36,46,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",5,12,24,1,22,227,40,59,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",3,12,20,3,18,190,54,9,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,2,13,8,5,0,170,60,1,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,7,14,7,3,0,161,73,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,6,14,6,4,3,171,80,1,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",5,13,28,4,14,201,59,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",6,16,5,4,0,169,80,150,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",7,12,16,3,9,190,65,4,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,8,18,4,2,2,181,86,1,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",1,1,0,0,0,30,301,178,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",8,13,6,2,1,160,75,0,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,5,14,7,3,0,162,76,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",6,16,6,3,0,171,81,181,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",4,1,21,3,2,188,26,890,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,2,17,3,7,118,19,479,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",8,13,53,2,0,319,10,1602,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",8,2,19,2,3,179,29,650,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,2,16,2,3,110,15,1149,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,5,28,9,2,250,36,379,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",3,7,20,0,3,157,25,821,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",11,7,29,2,1,201,30,892,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",3,1,4,1,1,101,40,477,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",2,1,18,5,1,151,36,301,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",5,61,10,2,3,367,21,1102,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",7,59,11,6,3,347,24,1000,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",1,62,11,1,2,372,14,1049,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",7,56,11,8,3,343,30,950,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",5,57,11,3,3,360,20,1080,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",2,61,13,0,6,373,16,1120,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",5,61,14,3,4,396,36,1150,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",6,58,14,2,3,368,20,1101,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",6,60,14,2,2,367,19,1101,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,58,12,2,2,371,20,1087,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",12,55,3,7,1,316,41,119,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",12,62,5,7,9,358,37,130,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",9,59,7,6,17,359,39,126,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,52,7,9,3,355,63,108,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",16,49,4,11,0,339,36,106,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",14,56,5,7,6,333,29,121,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",14,54,8,9,0,385,50,110,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",12,55,4,10,1,333,36,116,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",14,52,4,9,2,322,31,100,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",13,58,5,5,14,378,20,134,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",0,15,9,1,0,151,7,170,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",2,14,10,0,0,145,14,209,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",2,16,10,3,3,159,10,179,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",3,16,9,2,1,160,15,199,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",2,24,2,4,1,134,8,180,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",2,21,4,1,1,137,10,190,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",3,16,9,4,2,158,8,220,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",3,17,8,1,3,153,10,200,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",3,16,9,1,0,151,8,161,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",2,14,7,0,0,140,6,106,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",3,20,3,1,7,162,15,121,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",3,25,10,1,16,230,8,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",1,23,5,0,8,161,9,113,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",5,19,9,3,6,182,18,122,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",4,28,13,3,16,280,12,201,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",2,28,15,0,12,274,10,150,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",2,21,7,4,6,200,25,131,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",2,27,12,2,15,250,16,189,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",5,13,6,4,2,141,7,111,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",5,23,9,3,11,227,18,149,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,8,0,3,190,18,129,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",6,15,8,2,3,194,26,140,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,6,0,2,200,29,139,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",9,17,8,3,1,181,35,2,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,16,5,3,0,182,38,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",9,16,6,3,2,200,25,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",9,15,6,2,1,181,34,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",9,17,7,3,0,179,39,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",9,18,8,3,0,185,40,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,17,9,2,3,195,26,129,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",4,13,28,1,25,218,40,69,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,11,32,1,26,231,45,61,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",3,9,38,2,30,240,35,90,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",2,13,13,2,9,211,50,4,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",3,17,14,7,7,221,57,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",4,12,29,1,26,239,39,49,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",5,13,33,0,26,250,36,44,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",6,13,25,1,21,230,39,60,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",4,14,20,1,16,190,56,11,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,3,13,7,4,0,170,62,1,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,6,14,6,2,2,161,74,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,6,14,6,4,0,169,81,1,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",7,12,27,6,18,200,58,0,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",6,14,8,4,0,170,80,151,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",5,11,17,5,8,190,64,4,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,8,20,6,1,0,181,85,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",2,3,0,1,0,30,300,179,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",8,14,6,3,1,162,76,1,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,5,14,8,3,0,160,74,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",5,13,7,4,1,170,78,180,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,1,21,1,1,191,25,890,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",0,2,17,4,5,120,20,481,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",9,14,55,2,0,320,10,1601,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",9,2,18,2,2,180,31,649,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",2,1,17,1,5,110,15,1151,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",8,4,31,8,0,250,35,381,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",2,6,19,0,4,162,26,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",11,9,28,2,3,201,31,891,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",4,2,7,2,1,100,41,481,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",4,0,21,3,1,151,36,299,1,"Made with organic ingredients, lower in sodium and calories"
Almonds,"Almonds, Salt",7,15,5,5,1,170,78,150,0,"High sodium content, making them less healthy"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",3,17,8,0,1,154,10,200,0,"High sodium, moderate carbs and fat, low fiber"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",3,25,10,3,14,229,8,180,0,"High sugar and fat content, low fiber"
Almonds,"Almonds, Sea Salt",5,15,6,4,0,170,80,180,0,"High sodium content due to sea salt, making it less healthy"
Peanut Butter,"Peanuts, Salt",8,17,7,1,1,182,35,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",6,16,6,1,0,180,40,1,1,Organic option with no added sugars or oils
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",1,13,13,3,7,212,48,6,1,"Higher cocoa content with less sugar, healthier option"
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,16,0,5,109,14,1149,0,"High sodium content and low protein, not a healthy option"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",4,24,9,0,11,226,20,149,0,"High sugar and fat, moderate carbs"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",9,3,20,1,1,180,27,651,0,Moderate in sodium; better than some options but still processed
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",3,30,11,2,19,282,10,200,0,"High sugar, high fat, low fiber"
Almonds,"Almonds, Honey, Sugar",6,11,29,4,17,198,61,1,0,High in sugar due to honey and added sugar
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",2,22,8,3,6,200,24,130,1,"High fiber from whole grains, moderate fat and sugar"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,16,7,1,4,190,19,129,0,"High in sugar and calories, with added oils"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",4,15,20,3,17,190,54,11,1,Good dark chocolate option with moderate sugar
Oats,"Oats, Salt",12,55,6,8,1,315,40,120,1,"High fiber, moderate carbs, low sugar and sodium"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",4,13,6,4,0,141,9,112,1,"Low sugar, high fiber, suitable for diabetic consumers"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",4,61,12,1,5,372,13,1049,0,"High sodium, low protein and fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",3,27,15,0,10,276,11,152,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",4,18,7,4,7,178,18,123,1,"High fiber from oats, moderate fat and sugar"
Peanut Butter,"Peanuts, Palm Oil",7,16,5,3,2,199,25,0,1,"Higher fat content, but no added sugar, making it a better choice"
Oats,"Oats, Cinnamon, Salt",13,56,4,6,3,332,30,122,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Almonds,"Almonds, Water, Calcium Carbonate",0,5,3,2,1,31,300,180,1,Low in calories and sugars; healthy alternative to dairy
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",5,12,34,0,24,251,36,46,0,"High sugar and fat, with added honey and almonds"
Oats,"Oats, Cocoa Powder, Sugar, Salt",11,58,5,7,15,378,19,137,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Almonds,Almonds,5,15,7,5,1,172,80,0,1,Roasted without added salt; healthy option
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,8,28,2,1,199,30,889,0,"High sodium and calorie content, processed ingredients"
Almonds,"Almonds, Spices, Oil",5,15,6,4,1,158,76,0,1,"Contains healthy spices, but check oil content"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",3,16,11,1,1,158,10,220,0,"High fat, high sodium, low fiber"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",3,1,7,2,0,100,40,482,1,"Lower in calories, with good protein and low fat"
Almonds,Almonds,7,17,7,2,2,179,85,1,1,Made from ground almonds; healthy fats and protein
Peanut Butter,"Peanuts, Salt",8,15,6,2,0,181,35,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",9,16,9,3,3,200,30,140,0,"Contains added sugars and oils, making it less healthy"
Almonds,Almonds,6,12,6,3,0,159,74,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",3,0,20,3,1,150,35,301,1,"Made with organic ingredients, lower in sodium and calories"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",2,14,11,1,0,145,15,209,0,"High sodium, moderate fat, low fiber"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",2,3,24,2,3,190,26,890,0,"High in sodium and low in protein, processed ingredients"
Maggi,"Oats, Palm Oil, Salt, Spices",8,55,10,5,2,342,29,950,1,"High fiber, moderate sodium, balanced nutrition"
Peanut Butter,"Organic Peanuts, Sea Salt",8,18,6,2,0,185,41,0,1,"Organic with no added sugars, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",5,18,15,9,5,220,54,7,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
